"Горстка деталей о ремейке Prince of Persia: The Sands of Time — уровни сложности, новые приёмы и плавная камера",https://stopgame.ru/newsdata/44776,14 сентября 2020г., 14
"Таинственный Сказитель, фантастические пейзажи и жуткие демоны — подробности о кооперативном режиме Ghost of Tsushima",https://stopgame.ru/newsdata/44774,14 сентября 2020г., 1
Tony Hawk's Pro Skater 1 + 2 стала самой быстропродаваемой игрой в истории серии,https://stopgame.ru/newsdata/44773,14 сентября 2020г., 7
Классика в HD-обёртке — трейлер сборника Super Mario 3D All-Stars,https://stopgame.ru/newsdata/44772,14 сентября 2020г., 11
Кооперативный шутер с динозаврами Second Extinction выйдет в раннем доступе 13 октября,https://stopgame.ru/newsdata/44771,14 сентября 2020г., 2
«Расцвет и закат острова читеров» — история от разработчиков Fall Guys,https://stopgame.ru/newsdata/44770,14 сентября 2020г., 15
Премьера официальной короткометражки по мотивам Star Wars: Squadrons,https://stopgame.ru/newsdata/44769,14 сентября 2020г., 6
«Грань» — новый рекламный ролик о PlayStation,https://stopgame.ru/newsdata/44768,14 сентября 2020г., 15
Halo 3: ODST появится на PC уже 22 сентября,https://stopgame.ru/newsdata/44767,14 сентября 2020г., 8
«За пределами легенд» — кинематографичный трейлер популярной MOBA Mobile Legends: Bang Bang,https://stopgame.ru/newsdata/44766,14 сентября 2020г., 17
Слух: Microsoft пыталась выкупить Bungie [босс Bungie опровергает сплетню],https://stopgame.ru/newsdata/44765,14 сентября 2020г., 11
Ведущий тестер Cyberpunk 2077 уже заработал платиновый трофей,https://stopgame.ru/newsdata/44764,14 сентября 2020г., 28
NVIDIA купила компанию ARM за $40 миллиардов и вложится в исследование ИИ,https://stopgame.ru/newsdata/44763,14 сентября 2020г., 8
В Сеть утекли детали и видео об Oculus Quest 2,https://stopgame.ru/newsdata/44762,14 сентября 2020г., 62
Twitch научился сажать самолёты в Microsoft Flight Simulator,https://stopgame.ru/newsdata/44761,14 сентября 2020г., 11
Вымышленная настольная игра из вселенной Borderlands скоро станет реальностью,https://stopgame.ru/newsdata/44760,14 сентября 2020г., 3
Крэш пустился в пляс в японском трейлере Crash Bandicoot 4: It’s About Time,https://stopgame.ru/newsdata/44759,14 сентября 2020г., 2
Ролик о предзаказной демоверсии Crash Bandicoot 4: It's About Time,,13 сентября 2020г., 11
"Том Холланд об экранизации Uncharted: «В фильме будет всё, о чём я мечтал»",https://stopgame.ru/newsdata/44757,13 сентября 2020г., 25
Godfall: трейлер боевой системы и меч героя из Borderlands за предзаказ,https://stopgame.ru/newsdata/44756,13 сентября 2020г., 14
Презентация PlayStation 5 состоится 16 сентября,https://stopgame.ru/newsdata/44755,12 сентября 2020г., 50
Системные требования Serious Sam 4,https://stopgame.ru/newsdata/44754,12 сентября 2020г., 28
Ubisoft показала кадр из нового билда Prince of Persia: The Sands of Time Remake,https://stopgame.ru/newsdata/44753,12 сентября 2020г., 69
Авторы Max Payne бесплатно раздают свою первую игру — Death Rally,https://stopgame.ru/newsdata/44752,12 сентября 2020г., 12
"Borderlands 3 получит новое DLC, улучшенный локальный мультиплеер и бесплатное обновление до некстгена",https://stopgame.ru/newsdata/44751,12 сентября 2020г., 16
Игры по обратной совместимости на Xbox Series S будут идти без улучшений для Xbox One X,https://stopgame.ru/newsdata/44750,12 сентября 2020г., 53
Kena: Bridge of Spirits перенесли на первый квартал 2021-го,https://stopgame.ru/newsdata/44749,12 сентября 2020г., 10
"15 часов на прохождение, 100 типов врагов и тестовый «Туалет» — детали о китайской AAA-игре Black Myth: Wu Kong",https://stopgame.ru/newsdata/44747,12 сентября 2020г., 20
